"Roster View "
"STAAR 3-8,ZY CRUSE ISD,Grade 5,May 2016,2016"

"Last Name","First Name","Student ID (PEIMS)","Campus Name","Reading - Raw Score","Reading - Scale Score","Reading - Performance Level"
"FOURI","I","990005409","Yippee J H","9","1266","Unsatisfactory",
"FOURJ","J","990005410","Yippee J H","10","1281","Unsatisfactory",
"FOURK","K","990005411","Yippee J H","11","1296","Unsatisfactory",
"FOURL","L","990005412","Yippee J H","12","1310","Unsatisfactory",
"FOURM","M","990005413","Yippee J H","13","1323","Unsatisfactory",
"FOURN","N","990005414","Yippee J H","14","1335","Unsatisfactory",
"FOURP","P","990005416","Yippee J H","1","989","Unsatisfactory",
"FOURQ","Q","990005417","Yippee J H","2","1071","Unsatisfactory",
"FOURR","R","990005418","Yippee J H","3","1120","Unsatisfactory",
"FOURS","S","990005419","Yippee J H","4","1156","Unsatisfactory",
"FOURU","U","990005421","Yippee J H","6","1209","Unsatisfactory",
"FOURV","V","990005422","Yippee J H","7","1230","Unsatisfactory",
"FOURW","W","990005423","Yippee J H","8","1249","Unsatisfactory",
"FOURX","X","990005424","Yippee J H","9","1266","Unsatisfactory",
"FOURY","Y","990005425","Yippee J H","10","1281","Unsatisfactory",
"FOURZ","Z","990005426","Yippee J H","11","1296","Unsatisfactory",
"GGGGGGGGGGGGGGG","GGGGGGGGGG","998058007","Yahoo M S","4","1110","Unsatisfactory",
"GGGGGGGGGGGGGGG","GGGGGGGGGG","998058106","Yahoo M S","19","1399","Unsatisfactory",
"GGGGGGGGGGGGGGG","GGGGGGGGGG","990005907","Yahoo M S","9","1266","Unsatisfactory",
"HHHHHHHHHHHHHHH","HHHHHHHHHH","998058107","Yahoo M S","17","1372","Unsatisfactory",
"HHHHHHHHHHHHHHH","HHHHHHHHHH","998058008","Yahoo M S","5","1145","Unsatisfactory",
"HHHHHHHHHHHHHHH","HHHHHHHHHH","990005908","Yahoo M S","8","1249","Unsatisfactory",
"IIIIIIIIIIIIIII","IIIIIIIIII","990005909","Yahoo M S","7","1230","Unsatisfactory",
"IIIIIIIIIIIIIII","IIIIIIIIII","998058108","Yahoo M S","O","O","O",
"IIIIIIIIIIIIIII","IIIIIIIIII","998058009","Yahoo M S","6","1174","Unsatisfactory",
"JJJJJJJJJJJJJJJ","JJJJJJJJJJ","990005910","Yahoo M S","6","1209","Unsatisfactory",
"JJJJJJJJJJJJJJJ","JJJJJJJJJJ","998058010","Yahoo M S","7","1200","Unsatisfactory",
"KKKKKKKKKKKKKKK","KKKKKKKKKK","998058011","Yahoo M S","8","1223","Unsatisfactory",
"KKKKKKKKKKKKKKK","KKKKKKKKKK","990005911","Yahoo M S","5","1185","Unsatisfactory",
"LLLLLLLLLLLLLLL","LLLLLLLLLL","990005912","Yahoo M S","4","1156","Unsatisfactory",
"LLLLLLLLLLLLLLL","LLLLLLLLLL","998058012","Yahoo M S","1","909","Unsatisfactory",
"MMMMMMMMMMMMMMM","MMMMMMMMMM","990005913","Yahoo M S","19","1399","Unsatisfactory",
"MMMMMMMMMMMMMMM","MMMMMMMMMM","998058013","Yahoo M S","1","909","Unsatisfactory",
"NNNNNNNNNNNNNNN","NNNNNNNNNN","998058014","Yahoo M S","2","1007","Unsatisfactory",
"NNNNNNNNNNNNNNN","NNNNNNNNNN","990005914","Yahoo M S","18","1386","Unsatisfactory",
"ONEA","ONEA","998058027","Yahoo M S","10","1263","Unsatisfactory",
"ONEB","ONEB","998058028","Yahoo M S","11","1281","Unsatisfactory",
"ONEC","ONEC","998058029","Yahoo M S","12","1298","Unsatisfactory",
"ONED","ONED","998058030","Yahoo M S","13","1314","Unsatisfactory",
"ONEE","ONEE","998058031","Yahoo M S","14","1329","Unsatisfactory",
"ONEF","ONEF","998058032","Yahoo M S","15","1344","Unsatisfactory",
"ONEG","ONEG","998058033","Yahoo M S","16","1358","Unsatisfactory",
"ONEH","ONEH","998058034","Yahoo M S","17","1372","Unsatisfactory",
"ONEI","ONEI","998058035","Yahoo M S","18","1386","Unsatisfactory",
"ONEJ","ONEJ","998058036","Yahoo M S","19","1399","Unsatisfactory",
"ONEK","ONEK","998058037","Yahoo M S","19","1399","Unsatisfactory",
"ONEL","ONEL","998058038","Yahoo M S","20","1412","Unsatisfactory",
"ONEM","ONEM","998058039","Yahoo M S","21","1425","Unsatisfactory",
"ONEN","ONEN","998058040","Yahoo M S","22","1438","Unsatisfactory",
"ONEO","ONEO","998058041","Yahoo M S","23","1447","Unsatisfactory",
"ONEP","ONEP","998058042","Yahoo M S","24","1461","Satisfactory",
"ONEQ","ONEQ","998058043","Yahoo M S","25","1481","Satisfactory",
"ONER","ONER","998058044","Yahoo M S","26","1489","Satisfactory",
"ONES","ONES","998058045","Yahoo M S","27","1501","Satisfactory",
"ONET","ONET","998058046","Yahoo M S","28","1522","Satisfactory",
"ONEU","ONEU","998058047","Yahoo M S","29","1529","Satisfactory",
"ONEV","ONEV","998058048","Yahoo M S","30","1542","Satisfactory",
"ONEW","ONEW","998058049","Yahoo M S","31","1562","Satisfactory",
"ONEX","ONEX","998058050","Yahoo M S","32","1572","Satisfactory",
"ONEY","ONEY","998058051","Yahoo M S","33","1582","Satisfactory",
"ONEZ","ONEZ","998058052","Yahoo M S","34","1603","Satisfactory",
"OOOOOOOOOOOOOOO","OOOOOOOOOO","998058015","Yahoo M S","2","1007","Unsatisfactory",
"OOOOOOOOOOOOOOO","OOOOOOOOOO","990005915","Yahoo M S","17","1372","Unsatisfactory",
"PPPPPPPPPPPPPPP","PPPPPPPPPP","998058016","Yahoo M S","3","1067","Unsatisfactory",
"PPPPPPPPPPPPPPP","PPPPPPPPPP","990005916","Yahoo M S","16","1358","Unsatisfactory",
"QQQQQQQQQQQQQQQ","QQQQQQQQQQ","990005917","Yahoo M S","15","1344","Unsatisfactory",
"QQQQQQQQQQQQQQQ","QQQQQQQQQQ","998058017","Yahoo M S","3","1067","Unsatisfactory",
"RRRRRRRRRRRRRRR","RRRRRRRRRR","998058018","Yahoo M S","4","1110","Unsatisfactory",
"RRRRRRRRRRRRRRR","RRRRRRRRRR","990005918","Yahoo M S","14","1329","Unsatisfactory",
"SSSSSSSSSSSSSSS","SSSSSSSSSS","990005919","Yahoo M S","13","1314","Unsatisfactory",
"SSSSSSSSSSSSSSS","SSSSSSSSSS","998058019","Yahoo M S","4","1110","Unsatisfactory",
"THREED","THREED","998058082","Yahoo M S","41","1755","Advanced",
"THREEE","THREEE","998058083","Yahoo M S","42","1789","Advanced",
"THREEE","THREEE","998058084","Yahoo M S","43","1833","Advanced",
"THREEF","THREEF","998058085","Yahoo M S","44","1892","Advanced",
"THREEG","THREEG","998058086","Yahoo M S","45","1990","Advanced",
"THREEH","THREEH","998058087","Yahoo M S","46","2156","Advanced",
"THREEI","THREEI","998058088","Yahoo M S","45","1990","Advanced",
"THREEJ","THREEJ","998058089","Yahoo M S","44","1892","Advanced",
"THREEK","THREEK","998058090","Yahoo M S","43","1833","Advanced",
"THREEL","THREEL","998058091","Yahoo M S","46","2156","Advanced",
"THREEM","THREEM","998058092","Yahoo M S","46","2156","Advanced",
"THREEN","THREEN","998058093","Yahoo M S","A","A","A",
"THREEO","THREEO","998058094","Yahoo M S","A","A","A",
"THREEP","THREEP","998058095","Yahoo M S","A","A","A",
"THREEQ","THREEQ","998058096","Yahoo M S","O","O","O",
"THREER","THREER","998058097","Yahoo M S","O","O","O",
"THREES","THREES","998058098","Yahoo M S","O","O","O",
"THREET","THREET","998058099","Yahoo M S","O","O","O",
"TTTTTTTTTTTTTTT","TTTTTTTTTT","998058020","Yahoo M S","5","1145","Unsatisfactory",
"TTTTTTTTTTTTTTT","TTTTTTTTTT","990005920","Yahoo M S","12","1298","Unsatisfactory",
"TWOA","A","990005201","Yippee J H","0","850","Unsatisfactory",
"TWOA","TWOA","998058053","Yahoo M S","35","1620","Satisfactory",
"TWOB","B","990005202","Yippee J H","1","989","Unsatisfactory",
"TWOB","TWOB","998058054","Yahoo M S","36","1638","Satisfactory",
"TWOC","C","990005203","Yippee J H","2","1071","Unsatisfactory",
"TWOC","TWOC","998058055","Yahoo M S","37","1657","Satisfactory",
"TWOD","TWOD","998058056","Yahoo M S","38","1677","Satisfactory",
"TWOE","TWOE","998058057","Yahoo M S","39","1701","Advanced",
"TWOF","TWOF","998058058","Yahoo M S","40","1726","Advanced",
"TWOI","I","990005209","Yippee J H","8","1249","Unsatisfactory",
"TWOJ","J","990005210","Yippee J H","9","1266","Unsatisfactory",
"TWOK","K","990005211","Yippee J H","10","1281","Unsatisfactory",
"TWOL","L","990005212","Yippee J H","11","1296","Unsatisfactory",
"TWOM","M","990005213","Yippee J H","12","1310","Unsatisfactory",
"TWON","N","990005214","Yippee J H","O","O","O",
"TWOO","O","990005215","Yippee J H","O","O","O",
"TWOP","P","990005216","Yippee J H","O","O","O",
"TWOQ","Q","990005217","Yippee J H","4","1156","Unsatisfactory",
"TWOR","R","990005218","Yippee J H","5","1185","Unsatisfactory",
"TWOS","S","990005219","Yippee J H","A","A","A",
"TWOT","T","990005220","Yippee J H","5","1185","Unsatisfactory",
"TWOU","U","990005221","Yippee J H","O","O","O",
"TWOV","V","990005222","Yippee J H","5","1185","Unsatisfactory",
"TWOW","W","990005223","Yippee J H","O","O","O",
"TWOX","X","990005224","Yippee J H","5","1185","Unsatisfactory",
"TWOY","Y","990005225","Yippee J H","*","*","*",
"TWOZ","Z","990005226","Yippee J H","*","*","*",
"TWOZA","ZA","990005227","Yippee J H","O","O","O",
"TWOZB","ZB","990005228","Yippee J H","5","1185","Unsatisfactory",
"TWOZC","ZC","990005229","Yippee J H","O","O","O",
"TWOZD","ZD","990005230","Yippee J H","O","O","O",
"TWOZE","ZE","990005231","Yippee J H","*","*","*",
"TWOZF","ZF","990005232","Yippee J H","5","1185","Unsatisfactory",
"TWOZG","ZG","990005233","Yippee J H","A","A","A",
"TWOZH","ZH","990005234","Yippee J H","A","A","A",
"TWOZI","ZI","990005235","Yippee J H","O","O","O",
"TWOZJ","ZJ","990005236","Yippee J H","O","O","O",
"TWOZK","ZK","990005237","Yippee J H","O","O","O",
"TWOZL","ZL","990005238","Yippee J H","5","1185","Unsatisfactory",
"TWOZR","ZR","990005244","Yippee J H","O","O","O",
"TWOZS","ZS","990005245","Yippee J H","O","O","O",
"TWOZU","FIVERM","990005247","Yippee J H","O","O","O",
"TWOZV","ZV","990005248","Yippee J H","A","A","A",
"UUUUUUUUUUUUUUU","UUUUUUUUUU","990005921","Yahoo M S","11","1281","Unsatisfactory",
"UUUUUUUUUUUUUUU","UUUUUUUUUU","998058021","Yahoo M S","5","1145","Unsatisfactory",
"VVVVVVVVVVVVVVV","VVVVVVVVVV","998058022","Yahoo M S","6","1174","Unsatisfactory",
"VVVVVVVVVVVVVVV","VVVVVVVVVV","990005922","Yahoo M S","10","1263","Unsatisfactory",
"WWWWWWWWWWWWWWW","WWWWWWWWWW","998058023","Yahoo M S","6","1174","Unsatisfactory",
"WWWWWWWWWWWWWWW","WWWWWWWWWW","990005923","Yahoo M S","9","1244","Unsatisfactory",
"XXXXXXXXXXXXXXX","XXXXXXXXXX","998058024","Yahoo M S","7","1200","Unsatisfactory",
"XXXXXXXXXXXXXXX","XXXXXXXXXX","990005924","Yahoo M S","8","1223","Unsatisfactory",
"YYYYYYYYYYYYYYY","YYYYYYYYYY","998058025","Yahoo M S","7","1200","Unsatisfactory",
"ZZZZZZZZZZZZZZZ","ZZZZZZZZZZ","998058026","Yahoo M S","9","1244","Unsatisfactory"
